,BHKW,BHKW,Biogas,Biogas plant,Coal Supply,Coal Supply Line,Coal Supply Line,Deficit Source HV,Deficit Source LV,Deficit Source MV,District Heating,GuD,HKW,HKW,HKW2,High Medium Transfer,High Voltage Grid,High Voltage Grid,Low Medium Transfer,Low Voltage Grid,Low Voltage Grid,Low Voltage Grid,Low Voltage Grid,Medium High Transfer,Medium Low Transfer,Medium Voltage Grid,Medium Voltage Grid,Medium Voltage Grid,Medium Voltage Grid,Medium Voltage Grid,Medium Voltage Grid,Offshore Wind Power,Onshore Wind Power,Power to Heat,Solar Panel,Solar Thermal
,District Heating,Low Voltage Grid,BHKW,Biogas,Coal Supply Line,HKW,HKW2,High Voltage Grid,Low Voltage Grid,Medium Voltage Grid,District Heating Demand,High Voltage Grid,District Heating,High Voltage Grid,High Voltage Grid,Medium Voltage Grid,Excess Sink HV,High Medium Transfer,Medium Voltage Grid,Commercial Demand,Excess Sink LV,Household Demand,Low Medium Transfer,High Voltage Grid,Low Voltage Grid,Car charging Station,Excess Sink MV,Industrial Demand,Medium High Transfer,Medium Low Transfer,Power to Heat,High Voltage Grid,Medium Voltage Grid,District Heating,Low Voltage Grid,District Heating
2030-10-13 00:00:00,7087.2328800000005,4497.66702,13629.294,13629.294,0.0,0.0,0.0,0.0,7661.692,0.0,21347.02551,0.0,0.0,0.0,0.0,16064.385690000001,0.0,17273.533,0.0,14408.741080000002,0.0,17750.61774,0.0,0.0,19999.99968,199.5503445,0.0,41420.7072,0.0,21505.376,14259.793,17273.533,61321.041,14259.793,0.0,0.0
2030-10-13 01:00:00,6111.37956,3878.3754900000004,11752.653,11752.653,8019.7228,8019.7228,0.0,0.0,0.0,0.0,24112.25751,0.0,4811.83368,1924.733472,0.0,16891.46631,0.0,18162.867,0.0,12276.93263,0.0,11601.443009999999,0.0,0.0,19999.99968,33.76140717,0.0,39808.65805,0.0,21505.376,13189.044,16238.133,57645.374,13189.044,0.0,0.0
2030-10-13 02:00:00,1874.2952280000002,1189.4565870000001,3604.4139,3604.4139,23891.208,23891.208,0.0,0.0,0.0,0.0,31255.403210000004,0.0,14334.724799999998,5733.88992,0.0,19999.99968,0.0,21505.376,0.0,11020.688349999999,0.0,9551.718094,0.0,0.0,19382.95026,23.17913458,0.0,40077.332910000005,0.0,20841.882,15046.383,15771.486,55988.777,15046.383,0.0,0.0
2030-10-13 03:00:00,9716.626400000001,6166.3206,18685.82,18685.82,27667.42,27667.42,0.0,0.0,0.0,0.0,44982.18455,0.0,16600.451999999997,6640.180799999999,0.0,19999.99968,0.0,21505.376,0.0,10316.430209999999,0.0,8875.308872,0.0,0.0,13025.41818,23.17913458,0.0,40077.332910000005,0.0,14005.826,18665.106,14865.196,52771.444,18665.106,0.0,0.0
2030-10-13 04:00:00,11379.17092,7221.396930000001,21883.021,21883.021,28419.85,28419.85,0.0,0.0,0.0,0.0,50000.0,0.0,17051.91,6820.763999999999,0.0,19999.99968,0.0,21505.376,0.0,11020.688349999999,0.0,8875.308872,0.0,0.0,12674.599860000002,79.61792174,0.0,36853.23463,0.0,13628.602,21568.919,14684.612,52130.374,21568.919,0.0,0.0
2030-10-13 05:00:00,11907.091040000001,7556.42316,22898.252,22898.252,33584.892,33584.892,0.0,0.0,0.0,0.0,47389.49171,0.0,20150.9352,8060.37408,0.0,19999.99968,0.0,21505.376,0.0,13514.142880000001,0.0,9203.264858,0.0,0.0,15160.984620000001,93.72761853,0.0,36002.43091,0.0,16302.134,15331.466,13445.002,47729.758,15331.466,0.0,0.0
2030-10-13 06:00:00,13513.697080000002,8576.00007,25987.879,25987.879,43761.971,43761.971,0.0,0.0,0.0,0.0,44281.28207,0.0,26257.182599999996,10502.873039999999,0.0,19999.99968,1218.078,21505.376,0.0,14580.04711,0.0,12626.305470000001,0.0,0.0,18630.35241,912.0900323999998,0.0,37927.93406,0.0,20032.637,4510.4027,12220.581,43383.064,4510.4027,0.0,0.0
2030-10-13 07:00:00,13513.697080000002,8576.00007,25987.879,25987.879,46913.649,46913.649,0.0,0.0,14149.255,0.0,41661.88626,0.0,28148.1894,11259.275759999999,0.0,19999.99968,2013.2977,21505.376,0.0,16369.2435,0.0,23038.90802,0.0,0.0,16682.89614,1698.7056289999998,0.0,43883.56006,0.0,17938.598,0.0,12259.398,43520.864,0.0,0.0,0.0
2030-10-13 08:00:00,13513.697080000002,8576.00007,25987.879,25987.879,41462.278,41462.278,0.0,0.0,26783.0,0.0,38936.64811,0.0,24877.3668,9950.94672,0.0,19999.99968,745.47329,21505.376,0.0,24192.21917,0.0,27814.767069999998,0.0,0.0,12859.204860000002,2192.545016,0.0,47645.008069999996,0.0,13827.102,0.0,12299.903,43664.656,0.0,3788.781,545.58446
